row_id,account_id,name,product,country,active_from,active_to
509,3f1cddf4-3a13-4f2f-9e23-e1f627d7560f,Bendite,Chevrolet,Iceland,2020-02-23,2022-09-14
510,5bf052e2-26c4-4b95-9ac3-aa53af856f0b,Benedetto,GMC,Iceland,2018-02-11,2019-08-20
511,80fa90e5-8c67-4a69-b4c0-638de775c08c,Benedicto,Volkswagen,Cambodia,2015-11-27,2016-01-05
512,266d45e3-9b35-4aa5-b1f7-94f7955f7775,Benedikt,Toyota,Macedonia,2019-04-06,2021-05-07
513,9a069771-73f8-4e9d-9d71-b883cd3bf5f3,Benedikta,Mitsubishi,Kazakhstan,2018-02-20,2020-11-06
514,6a1969f8-e170-42fa-8dc3-cecd3032fae2,Bengt,GMC,"Republic of the Congo",2018-11-29,2019-12-20
515,e5e4e000-d2ac-44e8-b17c-705c66816b7d,Beniamino,Rolls-Royce,Cambodia,2015-10-04,2016-11-05
516,cc30a1f7-1d39-4859-8371-cf5772740afd,Benjamen,Volvo,Iceland,2019-01-14,2020-05-22
517,9c7d16a4-c0f3-45af-9701-9fe0cc702be6,Benjamin,Oldsmobile,Namibia,2019-10-10,2022-03-13
518,3eaf29d3-e8a8-4306-9dad-d11c5782bce9,Benjie,BMW,"Republic of the Congo",2019-12-31,2021-09-23
519,3eaf29d3-e8a8-4306-9dad-d11c5782bce9,Benjie,Chevrolet,Pakistan,2018-08-26,2019-04-12
520,ec73eb5f-8d52-4744-ac62-db1c58c8ed85,Benn,Suzuki,Macedonia,2017-06-19,2020-02-18
521,401a7c4f-1b5c-4a92-bbf4-a06be49e3005,Bennie,BMW,Finland,2019-12-26,2022-06-23
522,0b67e7dc-eb9b-461e-88d0-2dcb70b71cd5,Benny,Acura,"Republic of the Congo",2020-02-07,2021-12-15
523,0b67e7dc-eb9b-461e-88d0-2dcb70b71cd5,Benny,Mercedes-Benz,Pakistan,2015-01-19,2017-02-10
524,0b67e7dc-eb9b-461e-88d0-2dcb70b71cd5,Benny,Saab,Pakistan,2020-01-23,2022-05-07
525,b31afa3d-a930-437a-9d31-29bcbd1d2995,Benoit,"Land Rover","Republic of the Congo",2020-09-03,2022-01-18
526,b8851c9e-c3f1-451f-be71-6783c0561d31,Benoite,Volkswagen,Cambodia,2021-04-27,2023-10-06
527,49a15f5b-07e8-45dd-8188-7a585d2c74a7,Benyamin,Honda,Cambodia,2020-06-15,2021-10-31
528,49a15f5b-07e8-45dd-8188-7a585d2c74a7,Benyamin,Mercury,Cambodia,2016-12-10,2017-08-19
529,49a15f5b-07e8-45dd-8188-7a585d2c74a7,Benyamin,Volvo,Cambodia,2016-10-02,2017-06-17
530,50f72e69-10e3-4075-b957-e95d512939a0,Ber,Lexus,Iceland,2019-09-07,2020-11-07
531,aa2e5adf-cae5-4f7a-8dc1-9db973be8105,Beret,Toyota,Namibia,2018-11-12,2020-03-01
532,6d286f2e-56f3-4e50-ab04-e7c07edce713,Berkie,Pontiac,Cambodia,2016-08-20,2018-01-15
533,868eba05-1db8-42b1-ac1a-39c9cfd502b2,Berky,Acura,Cambodia,2019-02-19,2019-04-12
534,c3da85f9-b362-4554-9f65-b2ed070536a0,Berna,Maybach,Uganda,2015-05-09,2017-07-18
535,9e50e659-509e-4d82-9023-5e1d8f9e0cb8,Bernadina,Lexus,Pakistan,2017-09-15,2017-10-01
536,88be3d17-8f80-4be6-bcb7-e5ac8263739d,Bernard,Buick,Bahamas,2019-04-08,2021-05-06
537,4be0b217-9bbb-4364-a2e2-bbd79381c21a,Bernardina,Chevrolet,Finland,2015-03-23,2015-04-30
538,4be0b217-9bbb-4364-a2e2-bbd79381c21a,Bernardina,Mercedes-Benz,Cambodia,2021-02-15,2023-01-13
539,b78ad251-2610-4e4c-844b-1fab7094bb7d,Berne,Saab,Taiwan,2017-05-19,2019-01-28
540,7a5e3652-9515-447d-a0fa-28668afeca47,Bernete,Saturn,Namibia,2017-09-02,2019-12-04
541,118566e3-77dd-4c6e-857a-370fc7dde91b,Bernette,Ford,Bahamas,2020-07-06,2022-12-06
542,118566e3-77dd-4c6e-857a-370fc7dde91b,Bernette,Mercedes-Benz,Macedonia,2015-11-03,2016-06-08
543,118566e3-77dd-4c6e-857a-370fc7dde91b,Bernette,Pontiac,Macedonia,2018-10-11,2021-01-03
544,b84771ae-6c57-4e79-9706-124389504740,Berni,Subaru,Cambodia,2021-02-03,2022-04-17
545,b84771ae-6c57-4e79-9706-124389504740,Berni,Toyota,Iceland,2015-02-18,2016-06-19
546,ded8749a-fead-402e-9b36-b010bb1489ae,Bernita,Chevrolet,Iceland,2021-05-28,2023-11-19
547,0d1044b7-a234-4a22-848b-90a1044838fc,Berny,Chevrolet,Pakistan,2019-03-15,2019-06-29
548,9c7f3b8a-444f-439a-a1e5-706e5a80953f,Berri,Maserati,Jamaica,2021-05-26,2022-10-18
549,08763eb0-fdfa-4f07-bc6a-0db514112bbc,Bert,Buick,Iceland,2015-09-14,2015-09-20
550,08763eb0-fdfa-4f07-bc6a-0db514112bbc,Bert,Mitsubishi,Afghanistan,2017-07-19,2020-01-01
551,08763eb0-fdfa-4f07-bc6a-0db514112bbc,Bert,Rolls-Royce,"Saint Kitts and Nevis",2016-03-31,2016-07-15
552,56b4e2bc-2d44-4763-bceb-95f7542a8120,Berta,Mercedes-Benz,Cambodia,2020-04-03,2021-04-28
553,2e863be2-70c4-4bbd-8f94-a53e8e91a9a6,Bertha,Audi,Iceland,2018-10-07,2019-07-19
554,2e863be2-70c4-4bbd-8f94-a53e8e91a9a6,Bertha,Spyker,"Saint Kitts and Nevis",2016-07-23,2017-08-12
555,efefbf8f-d14e-4aec-881a-3b350dfa7845,Bertina,Chevrolet,Iceland,2019-03-05,2020-03-23
556,24a852c1-0dee-45a0-81df-45a2db1530a4,Berton,Lexus,Cambodia,2018-03-23,2018-10-19
557,c237b60f-490e-4ebc-b114-d23da218f6ec,Bertram,GMC,Iceland,2017-02-06,2017-04-21
558,c237b60f-490e-4ebc-b114-d23da218f6ec,Bertram,Volkswagen,Namibia,2015-10-22,2016-08-18
559,3c2aa04b-4bd1-4cca-9b2e-1aaf35963938,Bertrando,"Aston Martin","Saint Kitts and Nevis",2020-05-29,2021-03-10
560,3a32ca5e-8e57-4637-bd5e-6568a86e2b9a,Beryle,Hyundai,Finland,2016-08-18,2018-04-04
561,3a32ca5e-8e57-4637-bd5e-6568a86e2b9a,Beryle,Mazda,Cambodia,2015-09-21,2017-07-22
562,4ac5b350-8128-4b22-9e9a-f04ca426b74b,Bessie,Chevrolet,Cambodia,2021-07-04,2022-10-16
563,4ac5b350-8128-4b22-9e9a-f04ca426b74b,Bessie,Infiniti,Cambodia,2019-04-06,2021-12-03
564,b136935a-0985-4bed-b002-9c887d6cab8c,Beth,Volkswagen,Macedonia,2016-08-04,2017-03-11
565,8f4c627a-7530-486d-afc4-0d0cc41e03b7,Bethanne,Mitsubishi,Iceland,2015-01-14,2015-11-09
566,798da5dc-52fc-4c4f-bc6a-4ccf115695b0,Bethena,Infiniti,Cambodia,2019-10-08,2020-01-29
567,fc6bfc24-ad34-4a76-b47c-5e7e4da63bf0,Bethina,Oldsmobile,Iceland,2015-07-04,2016-01-20
568,8158778d-6b56-445f-b6bc-37f4ddec6bce,Bette,Pontiac,Cambodia,2017-12-04,2018-05-30
569,e2f498a4-8fa5-448a-bf70-2fa130194118,Betti,Ford,Cambodia,2015-11-23,2018-05-30
570,39bb96a8-4205-4fdf-81aa-58a155995c66,Betty,Mercedes-Benz,Cambodia,2016-04-10,2016-06-15
571,2eea0a5a-5eb7-45c7-8fab-68e29f474710,Bettye,Nissan,Iceland,2019-01-21,2019-06-16
572,f95c83bc-99bf-49d1-b5a0-3556c4c9cda4,Beulah,Pontiac,Taiwan,2020-07-14,2022-11-24
573,373eb092-7d5c-40b7-a15b-a922c5a335c4,Bev,Mazda,Taiwan,2020-02-18,2020-07-12
574,bd026a59-be14-44c9-95bd-6f153c18c44a,Beverie,Chrysler,Cambodia,2019-11-03,2022-02-25
575,637c39e5-9bec-45e3-aed0-70e45f06361c,Beverlee,Mercedes-Benz,Taiwan,2016-10-20,2017-09-17
576,8641c0c0-af9b-4a9c-981f-3e320c771f48,Beverlie,Lincoln,Iceland,2016-01-15,2016-11-29
577,8641c0c0-af9b-4a9c-981f-3e320c771f48,Beverlie,Suzuki,Pakistan,2015-07-24,2015-12-31
578,5ffab21c-c6d1-4cce-9896-d9a23ac137ac,Beverly,Lincoln,Namibia,2015-06-24,2016-09-25
579,713b0613-d2e9-41fd-b026-301b9aabe04a,Bevon,Honda,Bahamas,2017-05-03,2017-09-24
580,713b0613-d2e9-41fd-b026-301b9aabe04a,Bevon,Mitsubishi,Iceland,2017-12-06,2020-06-12
581,f3ec1394-08dc-44b3-8b17-020017bb1c5e,Bevvy,Nissan,Macedonia,2016-01-07,2016-07-25
582,cea6a321-36fe-46be-9c61-9b158f269440,Bianka,Pontiac,Iceland,2015-08-05,2017-09-11
583,cea6a321-36fe-46be-9c61-9b158f269440,Bianka,Subaru,Pakistan,2018-10-14,2021-07-07
584,cea6a321-36fe-46be-9c61-9b158f269440,Bianka,Volvo,Uganda,2021-03-18,2023-09-16
585,61d34038-ebf8-46cd-99b6-d8116eb96343,Bibby,Geo,Bahamas,2016-07-14,2017-11-14
586,2c8b06d4-1325-45ac-a1dd-79d8dc576f96,Bibbye,Chevrolet,"Democratic Republic of the Congo",2016-12-30,2019-02-13
587,2c8b06d4-1325-45ac-a1dd-79d8dc576f96,Bibbye,Ford,Cambodia,2016-04-02,2017-01-28
588,bb4accea-288c-4d22-a41e-3743ef8b41f7,Bibi,Cadillac,Bahamas,2019-10-12,2020-07-24
589,838f60e7-35db-498a-88fa-60a510022840,Biddie,Mercury,"Republic of the Congo",2018-12-28,2021-08-08
590,838f60e7-35db-498a-88fa-60a510022840,Biddie,Scion,Iceland,2015-09-19,2016-06-17
591,a3d99287-d9a5-4b20-a8a5-85fd663db59a,Bil,Ford,Pakistan,2018-11-18,2019-03-01
592,097ee30f-4852-490e-9b72-8ef228fb24ec,Bill,Chevrolet,Cambodia,2018-12-13,2020-07-17
593,097ee30f-4852-490e-9b72-8ef228fb24ec,Bill,Isuzu,Cambodia,2018-07-09,2019-02-06
594,097ee30f-4852-490e-9b72-8ef228fb24ec,Bill,Toyota,Iceland,2020-12-07,2022-05-26
595,5c5e3fb4-668c-48f5-adb2-b0f3b86fa1a8,Billie,Mitsubishi,Finland,2020-09-19,2021-09-30
596,a372b2b2-bc3f-4885-879b-03f40f649e34,Billy,Pontiac,Cambodia,2017-11-22,2019-12-17
597,20646429-b3e7-426b-8b78-36b280da90d1,Bink,Mercedes-Benz,Macedonia,2015-12-02,2016-04-08
598,20646429-b3e7-426b-8b78-36b280da90d1,Bink,Scion,Pakistan,2016-04-26,2018-05-08
599,8c0de422-4fd0-4671-81e6-008d78d92d59,Binni,BMW,Cambodia,2016-02-03,2016-10-04
600,39095e52-08a9-4936-92aa-c26173126311,Birch,Chevrolet,Iceland,2015-02-04,2016-01-18
601,245d8632-98e8-4b07-970c-56661d7c22ab,Bird,Ford,Cambodia,2018-10-04,2020-07-28
602,245d8632-98e8-4b07-970c-56661d7c22ab,Bird,Ford,Taiwan,2015-08-01,2016-08-31
603,551bf602-74fd-476f-a0ed-89b39c5c8e00,Birk,Mercury,"Republic of the Congo",2015-06-15,2015-09-27
604,050ea50f-c78a-4b82-b396-77a4b2df248c,Biron,GMC,Pakistan,2019-07-12,2020-03-29
605,050ea50f-c78a-4b82-b396-77a4b2df248c,Biron,Pontiac,Pakistan,2020-08-05,2021-07-29
606,b6033cd8-779a-450b-918e-7cd6ec36062b,Blair,BMW,"Saint Kitts and Nevis",2017-03-23,2019-04-27
607,7d2434dc-fc3e-48f3-906d-40335610be6b,Blaire,Cadillac,Iceland,2015-02-16,2017-01-17
608,16cfbe42-2eb9-4478-bcdb-126602da20d5,Blake,Buick,Macedonia,2021-05-30,2023-05-23
609,16cfbe42-2eb9-4478-bcdb-126602da20d5,Blake,GMC,Cambodia,2019-10-15,2020-01-31
610,76b68280-c326-42d9-bcde-4a873307b789,Blanca,Jeep,"Saint Kitts and Nevis",2021-07-18,2022-04-04
611,7e6ee254-722f-485f-881e-f98967245e2f,Blane,Saturn,Iceland,2017-08-06,2019-06-10
612,edc8817a-dc29-415b-92bc-4fe146f6ccd9,Blayne,Dodge,Cambodia,2016-05-10,2017-03-05
613,30026e79-f0d4-4fc8-bdfc-c95478dbbf1c,Blinnie,Bentley,Gabon,2021-02-14,2021-08-01
614,30026e79-f0d4-4fc8-bdfc-c95478dbbf1c,Blinnie,Chevrolet,Kazakhstan,2016-01-15,2016-02-14
615,11aec5b7-2027-4158-a9ce-675dfdd93388,Bliss,Ford,Laos,2016-04-10,2018-12-14
616,c8641436-298c-46bc-85c9-53b644958ad7,Blisse,Pontiac,Cambodia,2016-03-17,2016-08-30
617,07e71cf5-b109-4ddf-ace3-f22957b425bf,Blithe,Audi,Iceland,2017-09-18,2019-01-03
618,07e71cf5-b109-4ddf-ace3-f22957b425bf,Blithe,Dodge,Finland,2018-12-10,2021-08-05
619,07e71cf5-b109-4ddf-ace3-f22957b425bf,Blithe,Volkswagen,Pakistan,2018-11-09,2019-08-02
620,38392960-0ae1-4124-b98b-4aba0f748397,Blondy,BMW,Iceland,2019-07-22,2021-06-21
621,38392960-0ae1-4124-b98b-4aba0f748397,Blondy,Chevrolet,Finland,2018-03-22,2020-12-08
622,38392960-0ae1-4124-b98b-4aba0f748397,Blondy,GMC,Cambodia,2020-03-24,2022-02-02
623,ad22bc17-cf96-498d-92f8-b29151bce914,Blythe,Ford,Iceland,2017-09-01,2018-06-12
624,41ca7b50-709c-4332-89a7-92ff0c6c2f7f,Bo,Ford,Pakistan,2021-03-14,2023-08-09
625,88986eb3-6ad2-4eba-802d-efcea385848a,Bob,Toyota,Pakistan,2020-12-16,2022-10-28
626,469f0d91-ba8f-4aa3-b5b1-3a9f5c57344a,Bobbee,Toyota,Cambodia,2016-08-14,2018-06-14
627,18047821-53d1-45a3-aa89-30d9f0819e5a,Bobbette,Mazda,"Saint Kitts and Nevis",2017-02-21,2017-08-18
628,a5801416-04de-4173-b3bb-9b158c26a69a,Bobbi,Chevrolet,"Republic of the Congo",2016-08-01,2018-09-24
629,25fca337-705e-45b7-952f-e7a7c3435536,Bobbie,Volkswagen,Cambodia,2018-08-09,2020-12-17
630,ae9542cc-d09b-4f8e-ac25-0184c950e6ed,Bobby,Chevrolet,Yemen,2015-11-26,2017-01-30
631,b41525a0-5fa2-4f91-8f4b-016c8ddf625a,Bobine,Oldsmobile,Pakistan,2016-06-22,2017-12-21
632,66cba64f-2882-44ce-bc1e-767967d941cb,Bobinette,Chevrolet,Iceland,2017-10-20,2020-05-09
633,66cba64f-2882-44ce-bc1e-767967d941cb,Bobinette,Mercury,Gabon,2019-02-25,2021-02-25
634,c336d1c4-5166-4ca1-8030-2ac363e6fe79,Bogart,Dodge,Finland,2019-03-23,2021-05-22
635,dda69d6b-7842-4a22-9893-ff58facb7a17,Bondon,Ford,Macedonia,2020-06-16,2021-04-14
636,9d46af0f-7f39-4ba2-a20a-843a4f2a8491,Bone,Audi,Iceland,2015-08-13,2017-11-30
637,9bd73b33-7bf9-4cf2-a1fe-9eba59f57c3a,Boony,Subaru,Macedonia,2018-03-16,2019-03-28
638,a272a3a7-e1aa-458d-97e1-1805df1a3a51,Boothe,Subaru,Cambodia,2019-11-06,2021-05-09
639,7f0f75c0-98b5-4f2d-81b5-43c842946316,Borden,Suzuki,Iceland,2015-08-05,2017-03-19
640,1dbcaa3e-83c3-4d51-aae4-6a0f1a429152,Bordie,Porsche,Pakistan,2015-03-31,2015-11-14
641,1dbcaa3e-83c3-4d51-aae4-6a0f1a429152,Bordie,Rolls-Royce,Macedonia,2018-05-23,2018-10-28
642,1dbcaa3e-83c3-4d51-aae4-6a0f1a429152,Bordie,Volkswagen,Cambodia,2020-10-19,2022-06-04
643,07c059fb-7070-4f1b-9972-4a352ad4ae0c,Bordy,Saturn,Uganda,2018-03-08,2018-06-11
644,07c059fb-7070-4f1b-9972-4a352ad4ae0c,Bordy,Volkswagen,Uganda,2017-12-14,2020-08-19
645,00ca1113-e26a-4f61-ba48-f0229367b057,Borg,Acura,Bahamas,2015-02-11,2017-07-01
646,00ca1113-e26a-4f61-ba48-f0229367b057,Borg,"Aston Martin","Saint Kitts and Nevis",2019-04-09,2020-03-13
647,13d51171-0257-402f-8aac-7b58b32c89f1,Boris,Lincoln,Iceland,2019-10-09,2021-11-03
648,9637eba4-1176-4963-9562-0a4d6b486f7b,Bowie,Audi,Cambodia,2015-04-15,2015-09-01
649,9637eba4-1176-4963-9562-0a4d6b486f7b,Bowie,Chevrolet,Pakistan,2016-08-31,2018-11-19
650,66b55a31-5efd-41d3-9c33-084ae105b319,Boyce,BMW,Pakistan,2021-04-24,2021-07-27
651,148bec9f-d6d1-4c42-8608-2d0e21c87111,Boycey,Audi,Cambodia,2017-04-20,2018-01-12
652,148bec9f-d6d1-4c42-8608-2d0e21c87111,Boycey,Toyota,"Saint Kitts and Nevis",2016-07-27,2018-10-23
653,953abf15-998f-4221-8449-02fe25d4b411,Boycie,Ford,Finland,2018-09-29,2021-04-17
654,88961bd6-7e68-444d-acd4-8f1b6b83985b,Brad,Volkswagen,Cambodia,2015-02-27,2015-12-17
655,6b859701-cfff-420f-905b-631b43b285de,Bradan,Subaru,"Republic of the Congo",2019-03-12,2020-06-19
656,53c415c4-0852-420b-8775-75cdcdc0c852,Braden,Chevrolet,"Saint Kitts and Nevis",2020-04-22,2022-12-26
657,53c415c4-0852-420b-8775-75cdcdc0c852,Braden,Ford,Pakistan,2020-10-17,2020-11-10
658,53c415c4-0852-420b-8775-75cdcdc0c852,Braden,MINI,Jamaica,2020-03-27,2021-05-18
659,017cee2b-bf1d-4da5-a79f-6748a1b2e167,Bradford,Subaru,Iceland,2016-05-08,2017-05-13
660,7c32b302-0117-4870-ae0e-b60a501ae0f2,Bradley,Spyker,Cambodia,2018-04-28,2018-09-12
661,3d015e1f-9bd3-477e-8caa-a99a62190fc6,Brana,Mazda,"Saint Kitts and Nevis",2016-02-02,2017-09-25
662,4f747524-433b-4a90-847c-2a6f85b1d5a4,Brandais,Ford,Pakistan,2016-10-02,2017-01-22
663,0cadfae1-39bc-4ead-9404-910a9dc00f3e,Brande,Chevrolet,Cambodia,2015-10-12,2016-11-12
664,2ae60fa5-22ff-4be9-bee3-5d9fe62efb9b,Brander,Ford,Bahamas,2020-09-29,2021-09-19
665,2ae60fa5-22ff-4be9-bee3-5d9fe62efb9b,Brander,Honda,Pakistan,2019-07-16,2021-07-19
666,d191255b-339d-4673-88e6-782df813d047,Brandi,"Aston Martin","Saint Kitts and Nevis",2015-03-24,2015-10-18
667,72842fcb-2073-42b1-b6be-8bee29b867e1,Brandice,Mercedes-Benz,Jamaica,2017-05-02,2018-05-11
668,a264927a-b14a-439b-a983-ca0498525822,Brannon,MINI,Cambodia,2019-11-16,2020-06-19
669,6b312265-eadd-4cc1-b7b2-22fafc5e2ace,Brear,Subaru,Kazakhstan,2017-01-05,2018-11-24
670,5622f797-cf06-4e0a-b936-ba1456b18538,Bree,Studebaker,Macedonia,2016-03-03,2017-08-03
671,ebf7eaf6-75b7-4318-8008-2ddce5165313,Breena,Mitsubishi,Cambodia,2020-08-17,2021-06-03
672,8df4f812-7581-42e8-bb19-8df879ce82be,Brena,Mercedes-Benz,Macedonia,2016-10-10,2017-08-10
673,ae42b9df-7df4-4991-96a8-162823aa5858,Brendan,GMC,Gabon,2016-12-04,2019-08-27
674,b0ba7b28-a94f-4a25-97e1-e1bd89e9a96c,Brendin,Honda,Haiti,2021-01-31,2023-01-11
675,99adba70-20c6-4d0d-ab80-c41945a1d6e0,Brew,Dodge,Iceland,2018-03-13,2020-08-03
676,99adba70-20c6-4d0d-ab80-c41945a1d6e0,Brew,Maserati,Afghanistan,2015-07-27,2017-05-29
677,759273cb-fb11-4c81-8296-b6bd31060f63,Briana,Hyundai,"Republic of the Congo",2020-10-12,2021-04-05
678,5dcc9555-6feb-4e39-bda8-3373313d24c8,Briant,Infiniti,Cambodia,2016-02-15,2016-08-16
679,5dcc9555-6feb-4e39-bda8-3373313d24c8,Briant,Mazda,Gabon,2019-11-14,2022-01-04
680,6bb35157-b9db-463f-8bb4-0d9859dcfd84,Brice,Dodge,Cambodia,2017-07-23,2017-09-01
681,6bb35157-b9db-463f-8bb4-0d9859dcfd84,Brice,Subaru,Cambodia,2019-09-19,2021-10-30
682,4b50721c-593b-48c9-9612-2a7a88cf7440,Bridget,Audi,Pakistan,2020-05-03,2021-10-08
683,4b50721c-593b-48c9-9612-2a7a88cf7440,Bridget,Ford,Pakistan,2018-06-01,2020-09-19
684,026b1c43-4022-4801-b444-bf929d2cb881,Bridie,Cadillac,Pakistan,2019-09-21,2020-08-28
685,37a0ddb8-1fbe-4e6d-bb74-6ca25ae39372,Brien,Mercedes-Benz,"Saint Kitts and Nevis",2020-08-18,2020-10-20
686,37a0ddb8-1fbe-4e6d-bb74-6ca25ae39372,Brien,Nissan,Cambodia,2021-03-31,2023-11-16
687,a4ab4f86-79e6-46f5-b1a9-421905f87d28,Brigit,Cadillac,Pakistan,2016-03-09,2018-01-27
688,14eb3cc2-31ea-48a3-a395-8155577143f3,Brigitta,Mercedes-Benz,Afghanistan,2017-03-29,2019-04-08
689,07c4c4a4-425e-4fde-bb1e-2f0c11eb487e,Brina,Acura,Taiwan,2020-04-29,2020-07-30
690,07c4c4a4-425e-4fde-bb1e-2f0c11eb487e,Brina,Peugeot,Bahamas,2017-11-02,2020-03-29
691,20e852e9-fc7b-4219-b8a6-7d8b4907cd79,Brit,Kia,Cambodia,2017-06-12,2018-09-12
692,20e852e9-fc7b-4219-b8a6-7d8b4907cd79,Brit,Plymouth,Vanuatu,2016-05-01,2017-08-13
693,f0cd10db-28d9-48ec-93ff-77582f2b891d,Brita,Dodge,Afghanistan,2015-05-16,2017-06-21
694,00a1ff69-c463-4595-a78c-e0264041b09e,Brittani,Buick,"Saint Kitts and Nevis",2015-09-28,2017-07-11
695,d77d0792-5b08-4a05-8952-907b08959567,Brittney,Mercury,Bahamas,2020-06-17,2021-03-13
696,7db6865b-fd3b-4300-a9d3-63df23fd48dc,Brnaba,Jaguar,Taiwan,2021-08-11,2023-12-05
697,4e82d0a7-0e0a-4435-9641-9ae4148afa73,Brock,Maybach,"Republic of the Congo",2015-06-01,2017-02-08
698,d42bf676-8b8a-43f1-b98d-6fe767706998,Brockie,Ford,Iceland,2017-12-15,2018-02-02
699,d42bf676-8b8a-43f1-b98d-6fe767706998,Brockie,Mitsubishi,Cambodia,2016-10-27,2018-08-12
700,e8f0f0c1-fc42-43a1-8eb9-30460c0bfbf1,Broderic,BMW,Jamaica,2020-04-17,2022-10-27
701,bdc432b6-7d71-4fdb-ba44-c9c4d7fa2ece,Broderick,Mercury,Pakistan,2016-05-13,2017-12-31
702,25f59eab-d806-45c7-b471-fc7e09ed641a,Brody,BMW,"East Timor",2015-05-17,2016-09-03
703,25f59eab-d806-45c7-b471-fc7e09ed641a,Brody,Saab,Iceland,2018-04-09,2020-04-19
704,9ad811e8-7bce-4238-82ff-60b0291da20d,Brok,BMW,Iceland,2017-08-21,2020-05-17
705,1ce98c62-f3a5-4840-bd70-d82e0d052f80,Bronny,Infiniti,Cambodia,2021-07-24,2023-09-28
706,1ce98c62-f3a5-4840-bd70-d82e0d052f80,Bronny,Lincoln,Afghanistan,2021-03-18,2022-11-24
707,0e0327d3-260c-489e-a56d-2a2967854dec,Brooke,BMW,Gabon,2019-06-03,2020-05-20
708,0e0327d3-260c-489e-a56d-2a2967854dec,Brooke,Chevrolet,Afghanistan,2015-03-08,2015-04-28
709,0e0327d3-260c-489e-a56d-2a2967854dec,Brooke,Mercedes-Benz,Cambodia,2015-07-15,2016-11-29
710,0e0327d3-260c-489e-a56d-2a2967854dec,Brooke,Plymouth,"Saint Kitts and Nevis",2020-05-04,2022-09-25
711,d575ceab-0aeb-43cd-8004-a32d690f750e,Brooks,Dodge,Iceland,2019-04-08,2020-03-15
712,9b03fa78-70fc-4a1a-add9-50e8bf6aca34,Bruce,GMC,Cambodia,2018-08-21,2021-04-01
713,9b03fa78-70fc-4a1a-add9-50e8bf6aca34,Bruce,Mazda,Afghanistan,2018-10-26,2021-06-22
714,514c3016-b6a1-45e9-ada8-356c35768ef2,Brucie,Daihatsu,Cambodia,2020-04-25,2022-02-21
715,69cbfa4b-8f8e-4b39-87eb-84148c29ffca,Brunhilde,Mitsubishi,"Saint Kitts and Nevis",2017-03-05,2019-04-02
716,1c9436a3-ae8e-4cd1-9f33-cb90ef0f2d25,Bryana,Suzuki,Pakistan,2021-05-08,2022-12-03
717,ebf61278-b77a-41c8-bea4-8a2253665b78,Bryanty,Lamborghini,Cambodia,2016-08-28,2018-06-22
718,715d220e-bb92-4444-93fc-53ee37d03760,Bryn,"Land Rover",Cambodia,2015-01-23,2017-01-16
719,f279deb9-0d2c-48ad-938c-359308ce15aa,Brynne,Ford,Iceland,2018-03-03,2019-02-04
720,f279deb9-0d2c-48ad-938c-359308ce15aa,Brynne,Toyota,Finland,2016-12-24,2018-05-05
721,fa87c3d0-0832-419b-839c-9ce13faa2dac,Bryon,Mercedes-Benz,Bahamas,2017-12-21,2020-08-20
722,fff36499-1a13-4b3f-a321-856abc175396,Buck,Pontiac,Afghanistan,2021-05-12,2021-05-28
723,130ffc3b-0db0-4418-a5b3-9dd9f0a02044,Buckie,Mazda,Cambodia,2019-06-06,2020-06-01
724,4e29d4c6-fc63-45ee-856b-7791b24d22f4,Bud,Subaru,Pakistan,2017-06-29,2017-07-17
725,47f76bab-4394-4354-a8b6-839541f066ac,Budd,Dodge,Afghanistan,2016-12-18,2019-08-08
726,177deec0-e35f-47d9-bfad-15eb4183bb49,Buddie,Cadillac,"Saint Kitts and Nevis",2019-01-16,2021-05-15
727,00d3c88f-6c86-496b-9044-b21625f30934,Buddy,MINI,"Republic of the Congo",2017-05-11,2020-01-23
728,00d3c88f-6c86-496b-9044-b21625f30934,Buddy,Volvo,Namibia,2020-02-20,2021-11-13
729,f578473f-3c2d-4fbb-be02-da2e1c7406cd,Bunny,Nissan,Taiwan,2015-04-04,2016-05-29
730,b09d0c83-677c-4318-82d3-f32a3a5c7a86,Burch,Isuzu,Cambodia,2020-11-27,2021-09-19
731,6ccd1e99-b70b-4353-b6ec-500a959b8b69,Burg,Ford,Cambodia,2017-03-31,2018-07-19
732,bf25de62-35ec-449b-8ff7-caccf78e1ecc,Burgess,Lotus,"Republic of the Congo",2020-06-08,2022-11-23
733,57ccc30e-0165-4dea-a55c-b868de0eedcb,Burk,Toyota,Cambodia,2016-07-20,2017-05-03
734,f684348d-8e30-4e30-9102-ec602a3941ce,Burke,Kia,"Saint Kitts and Nevis",2020-12-04,2022-04-26
735,d0804f83-c6f2-4186-a9c8-31be958debe3,Burlie,Chevrolet,"Saint Kitts and Nevis",2019-07-05,2020-11-20
736,e5c69b06-6ed0-43c8-842b-7913717a36e9,Burtie,Mitsubishi,Cambodia,2016-08-25,2018-05-22
737,990ae57f-0d77-4eaf-9463-763443775473,Burton,Mercedes-Benz,Vanuatu,2017-02-28,2019-07-25
738,7ba65e4a-feb4-4ca0-ab7d-1e4749cd66a8,Burty,Dodge,Cambodia,2019-02-25,2019-06-03
739,082c0a1a-b721-4e8b-8f79-cd801551885f,Butch,Mitsubishi,Pakistan,2015-07-22,2015-12-30
740,ab040780-1971-4560-89c1-7cdf5c0905d5,Byran,Mercedes-Benz,Afghanistan,2015-03-13,2017-06-03
